PCAS,logKdoc,Category,CrippenLogP,SlogP_VSA1,ErGFP285_RDKit,FCFPs2048_1787_RDKit,RDKFP97_RDKit,RDKFP1999_RDKit,ExtFP215,SECFP1727_RDKit,ExtFP979,RDKFP870_RDKit,SECFP1805_RDKit,PharmFP16632_RDKit,SECFP617_RDKit,MATS2m,PatternFP730_RDKit,PatternFP654_RDKit,FuncFP3064_RDKit,SECFP1315_RDKit,RDKFP1925_RDKit,FuncFP2428_RDKit,GraphFP554,RDKFP834_RDKit,Mor29m_R,PatternFP1783_RDKit,RDKFP629_RDKit,ECFPs1024_998_RDKit,RDKFP2034_RDKit
p000004,4.31,1,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.59,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.12,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.89,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.699,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.51,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.51,2,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,3.93,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.78,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.61,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.29,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.193,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.48,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.73,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.613,3,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,4.55,4,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000004,3.55,4,3.993,0,0,0,0,0,0,0,0,0,0,0,0,-0.102040816,0,0,0,0,0,0,1,0,0.045,0,0,0,0
p000005,2.47,3,2.44421,0,0,0,1,1,0,0,0,0,0,0,0,0.115763497,0,0,0,0,0,0,0,0,0.088,0,0,0,0
p000006,4.96,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.7,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.71,1,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,5.25,3,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,4.83,3,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000006,5.12,4,5.05589,0,0,0,0,0,0,0,0,0,0,0,0,-0.112217756,0,0,0,0,0,0,1,0,0.007,0,0,0,0
p000007,6.2,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.31,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,5.64,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,5.31,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,4.59,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,4.88,1,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.49,2,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.84,3,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,7.16,3,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000007,6.44,4,5.7372,0,1.3,0,0,0,0,0,0,0,0,0,0,-0.04,1,1,0,0,0,0,1,0,-0.087,1,0,0,0
p000008,2.87,3,3.09559,10.63357721,0.3,0,0,0,0,0,0,0,0,0,0,0.012261147,0,0,0,0,0,0,1,0,0.222,0,1,0,0
p000009,2.83,3,2.47223,0,0,0,1,1,0,0,0,0,0,0,0,0.185707196,0,0,0,0,0,0,0,0,0.115,0,0,0,0
p000010,4.36,3,3.46927, NA, NA, NA, NA, NA,0, NA,0, NA, NA, NA, NA,0.177424832, NA, NA, NA, NA, NA, NA,0, NA, NA, NA, NA, NA, NA
p000011,2.11,3,1.79081,0,0,0,0,0,0,0,0,0,0,0,0,0.064245945,0,0,0,0,0,0,0,0,0.109,0,0,0,0
p000012,5.322,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,4.778,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
p000012,5.556,1,6.33007,4.736862954,0.3,0,1,1,0,0,0,0,0,0,0,0.167816368,1,1,0,0,0,0,1,0,-0.021,1,0,0,0
